tweet,label
"kürt alevi gay türbanlıne olursan ol yine gelboğaziçi sosyolojifaşist dolmasın yeterkürşet hoca ""b.içi hdp'lilik bölümü"" deyince :))",-1
"2) Boğaziçi Üniversitesi röktörlük ve güvenliğini protesto ediyorum, insanların iffeti ve canı bu kadar savunmasız bırakılamaz!",-1
Boğaziçi Üniversitesindeki pkk sevicileri kokuşmuş hainler yaşasın diye mi Türk askeri şehit oluyor ?,-1
Cocugunuzun Bogazici Universitesinde okumasinin  kotu yanı O'nu ayni evin icerisinde bile goremiyorsunuz. Odasinda 7. Gunu  Daha gorusemedik,-1
Gün geçmiyor ki Boğaziçi Üniversitesi ile ilgili Facebook'ta bir anlamsız grup daha açılmasın. Facebook başlı başına çöplük zaten... #boun,-1
İstanbul Teknik Üniversitesi’ne de bekleriz..,0
"bugun akşamüstü 17:30'da boğaziçi üniversitesi'nde ""barış ve aydınların sorumluluğu"" paneli, duyrulur.. pic.twitter.com/MI6kAWhv6M",0
Suruç'ta katledilen yoldaşlarımız için Boğaziçi Üniversitesi'nde açılan çadır ve sergiyle anma etkinliği düzenleniyor pic.twitter.com/305y9AkeJ9,0
Beni Böyle Sev ekibinin Boğaziçi Üniversitesi'ndeki söyleşisi devam ediyor pic.twitter.com/hJh3uJmhus,0
Bundan sonra bogazici ünüvertisesi takibimde,0
%50 bursla nişantaşı üniversitesi'ni kazanan kızlar için boğaziçi mezunlarını üzdünüz,0
"Öğrenciyken Boğaziçi Üniversitesi'nden yurduma giderken o kadar çok lüks araba takip etti ki beni, yurda koşarak girerdim #sendeanlat",0
Boğaziçi Üniversitesi:Fener Rum Patriği Bartholomeos’a “Fahri Doktora”  “Ekümenik Patrik” vurgusu özellikle yapıldı. pic.twitter.com/ARRWY7JzrS,0
5 Nisan Saat 17:00 Boğaziçi Üniversitesi Sarıtepe kampüsü Kİlyos Spor salonu açılışına sizleride bekleriz,0
Boğaziçi Üniversitesi Makina Mühendisliği bölümü mezunu olan Halit Calayır mezun olduktan sonraki iş kurma deneyimlerini bizimle paylaşacak.,0
Boğaziçi simurg yamaha riding academi'de! İndirmli eğitim ve diğer fırsatlardan faydalanmak için facebook sayfamızdan bize ulaşabilrsiniz,0
"@asli_safak Boğaziçi, Oksfort, Harvırt bir araya gelsin Ezsin bakalım bu Milletin Kendine itibar Kulamparası Bendeniz Amirali.",0
"Yarından 30 Temmuz'a dek Boğaziçi'nde film seyretmek isteyen olursa beni dürtsün. Gönülden davet, dil ucuyla değil. pic.twitter.com/9ojx6iEFpd",0
"Bugün 18.00'da, ""İklim Politikaları"" oturumunda, Boğaziçi Üniversitesi Garanti Kültür Merkezi'nde olacağız... pic.twitter.com/5MrcK8QYxj",0
"1907 ÜNİFEB Boğaziçi Üniversitesi ""Türk Sinemasında Fenerbahçe"" panelini gerçekleştirdi.",0
"Dr. Doğu Perinçek, Pazar günü Boğaziçi Üniversitesi'nde, ""21. Yüzyılda Devrim"" etkinliğinde ders verecek. pic.twitter.com/SwvPQohdNt",0
16 mart İstabul üniversitesi öğrencilerine yapılan katliamı ve Irakın Halepçe kentinde yapılan katliamı unutmadık  .Saygıyla.,0
İstanbul-Boğaziçi Üniversitesi'nde okumakta olan bu öğrencimize çok acil arkadaş aranmaktadır lütfen RT'leyelim,0
"Bugünden sonra, Boğaziçi üniversitesini  tercih eden öğrenciler bazı derslerden muaf tutulmalı :)",0
Eğitimimiz başladı! Yeni gönüllülerimizle Boğaziçi Üniversitesi'nde buluştuk. ☺️ pic.twitter.com/EZQcSjNTNZ,0
"Bugün saat 15.00'da Boğaziçi Üniversitesi, Kuzey Kampüs'te.Biz de ordayız. pic.twitter.com/dnqCdq2Jom",0
Milli Savunma Üniversitesi Sınavına giren bende dahil herkese başarılar dilerim.,0
Hayaller Boğaziçi Hayatlar ÜstGeçit gibi paylaşımlar birlik beraberlik için kötü paylaşımlardır. İzmir'mizden biri zafere ulaşsın yeter.,0
".. @kurtmehmet Benim bu konudaki rehberim, BAU'da eski rektörümüz, Boğaziçi Üniversitesi'nde @yilmazesmer hocamdı..",0
Boğaziçi Üniversitesi öğrencilerinin Levent'teki Soma Holding'e yürüyüşü sürüyor #kazadegilcinayet pic.twitter.com/unNUWxKQQI,0
Marmara Üniversitesi Seminerimiz. Tesekkurler  MUFE @muferobotics  @ Marmara Üniversitesi Göztepe Kampüsü İbrahim Üzümcü Konferans Salonu,0
En iyi Teknoloji Marketi ödülü için Boğaziçi Üniversitesi ögrencilerine teşekkürler pic.twitter.com/8tPgxzXNhI,0
Günaydın! Bugün Boğaziçi Üniversitesi'nde #özgürmedya !? önemli konuklarla birlikte konuşulacak. Bekliyoruz. @medyabirligi,0
Son sunumu yapan çalışma grubumuz KSS ajansı :) Boğaziçi Üniversitesi'nde Sosyal Sorumluluk Okulu'ndayız @buyem_boun,0
Anadolu Üniversitesi kesin. Rez,0
"Boğaziçi Üniversitesi'nde haziran yazılaması:""Sana bir sır vereceğim: HAZİRAN SENSİN!"" pic.twitter.com/icOT4Rcm6X",0
'Kalkınma Açmazının Çıkış Yolu' paneli tamamlandı. İklim Forumu 12-13 Kasım tarihlerinde Boğaziçi Üniversitesi'nde devam ediyor. #iklimicin,0
Gelecek hafta sonu Boğaziçi Üniversitesi’nde düzenlenecek olan Destination Imagination Turnuvasına okulumuzdan 7 takım ile katılıyoruz.,0
Boğaziçi Üniversitesi'nde okları takip ederek salonu bulduk. pic.twitter.com/oOusrWCtES,0
"Elinde jiletle Boğaziçi Üniversitesi yurdunda taçiz girişiminde bulunan sapığın en ağır şekilde yargılanması lazım. ""Kadına şiddette hayır""",0
Türkiye’de bir miktar kripto Rum da bulunmaktadır.Boğaziçi Üniversitesi profesörlerinden Demir Demirgil,0
"Boğaziçi Üniversitesi İlköğretim bölüm başkanı, Fetemm kurucusu Serkan Özel @serkanozeltx #EDTECHIST'te! ya siz? #egt pic.twitter.com/pwSNMTJOpb",0
"Boğaziçi Üniversitesi Kandilli Rasathanesi'nden alınan bilgiye göre, Azerbaycan'da saat 01:29'da 4.7 şiddetinde deprem meydana geldi.",0
Okulumuz İngiliz Dili ve Edebiyatı bölümü öğrencisi Ardacan Özdemir Boğaziçi Üniversitesi'nde konuşmasını yapıyor. pic.twitter.com/zapbPAHCwK,0
Garanti ve BUBA iş birliği ile Girişimci Eğitimleri 27 Nisan-12 Mayıs 2015 tarihlerinde Boğaziçi Üniversitesi’nde! pic.twitter.com/Mb2FmyIqTd,0
@ZaferArapkirli @smeyyece Bir de orada ne işi varmış ki? Boğaziçi mezunu mu?,0
2013 - Cha Cha gösteri grubumuz Boğaziçi Üniversitesi Dans Festivali'nde pic.twitter.com/J5KrRa44J6,0
InCase Boğaziçi Üniversitesi'nde! Her an el ilanlarımıza ve afişlerimize rastlayabilirsiniz! Son Başvuru: 20 Kasım pic.twitter.com/Tl88rlPcNm,0
Harikaydı 😊 tnx a lot,0
Boğaziçi Üniversitesi Soma Araştırma Grubu’nun ‘Geliyorum Diyen Facia Raporu’ yayınlandı. Raporun ayrıntılarını Emek Forum'da konuşacağız,0
"@denizdehri Ben de sonunda tanışacağız diye sevinmiştim. :) Boğaziçi etkinliğinin kuralları esnetilebilirdir belki, şansınızı deneyin derim.",0
Boğaziçi Üniversitesi’nden Büyak ile beraberdik. Kendilerine bu güzel buluşma için teşekkür ediyoruz. pic.twitter.com/3VpJQd9ZjG,0
Yönetim Bilişim Sistemleri Kongresi (YBS.2014) 16 -17 Ekim 2014 tarihleri arasında Boğaziçi Üniversitesi Güney Kampüsü’nde düzenlenecektir!,0
#Rojava Devrimi Konferansıyarın 10:00-17:00 saatleri arasıBoğaziçi Üniversitesi Garanti Kültür Merkezi'nde olacağız pic.twitter.com/dO9dDgo1wa,0
Boğaziçi Üniversitesi 1. Kız Yurdu'ndaki bir kadın öğrenciye jiletli saldırıya ilişkin 3 kişi gözaltına alındı. pic.twitter.com/eZmDl5M7T5,0
Hasan abi Boğaziçi üniversitesi ndeki olayı da gündeme getirmeni rica ediyorum,0
Boğaziçi Üniversitesi Teknoloji Transfer Ofisi'nin düzenlediği seminerler 10-11 Şubat'ta gerçekleşecek! pic.twitter.com/0CMkHqeYdW,0
"@46nazimengin @ETemelkuran @DilovasiSafak |23| ""Rekabet"" kelimesini bize nasıl öğretiyorlar ?! (Boğaziçi Üniversitesi Mezunlar Derneği >>",0
"""21. Yüzyılda Devrim""10-11 Mayıs'ta,Boğaziçi Üniversitesi'nde, pic.twitter.com/wY4LEmUvGy",0
Boğaziçi Üniversitesi'nden kardeşimiz Merve Gülsüm Varal'ın babasını Soma'daki faciada kaybetmenin üzüntüsünü yaşıyoruz.,0
"@anillkrk boğaziçi üniversitesine, 5 mart'ta :)",0
Bogazici Üniversitesi mezuniyet töreninden #unutMADIMAKlımda pic.twitter.com/nybhn1ICfV,0
"Junior World Entrepreneurship Forum, Endeavor'ın desteğiyle, 12-13 Aralık'ta Boğaziçi Üniversitesi 'nde ! #jwefistanbul @endeavor_turkey",0
Model Birleşmiş Milletler Kulübü Öğrencilerimizden Boğaziçi Üniversitesi MEU’14 Konferansı Başarısı! pic.twitter.com/pkGCY8aKmD,0
2014 Boğaziçi Üniversitesi Spor Ödülleri @isilalben10 pic.twitter.com/ClGtMKv3KO,0
CUMA 17:00'da LGBTİ Öğrenciler İşçi Cinayetlerine Karşı Yürüyecek!  Yer: Boğaziçi Üniversitesi.,0
@vahsisincap o zaman seni boğaziçi felsefeye bekliyoruz,0
Boğaziçi Üniversitesi boykotta. pic.twitter.com/lYhJgG2UIN,0
Boğaziçi Üniversitesi'nde 15 Nisan Çarşamba saat 15:00-17:00 arasında gerçekleşecek olan etkinliğimiz Özger Arnas Salonu'na alınmıştır!,0
"""Boğaziçi Üniversitesi, Nazım Hikmet Kültür ve Sanat Araştırma Vakfı açıldı ""Nazım'ın Kamerası"" belgeselimizle. pic.twitter.com/xHuz86tQ2x""",0
@BCelik34 boğaziçi ünvrstesinde ve diyarbakırda eşzamanlı gösterime girmiş die haber yayınladı imc ama,0
Boğaziçi Üniversitesi İşletme ve Ekonomi Kulübü tarafından 8.düzenlenen Finance Break Finans Semineri bu yıl+,0
Boğaziçi Üniversitesi öğrencileri ile söyleşideyiz. Başkanımız Dr. Mevlit konuşmasını yapıyor. pic.twitter.com/Q3FJp7LI8W,0
Bogazici Universitesi'nde yemin ederim insandan cok kedi var.,0
Boğaziçi Üniversitesi 200. yılına izini bırakıyor! pic.twitter.com/AibmW6pft1,0
İzmir senin neyine Binali.. Boğaziçi Üniversitesi'nin kızlı-erkekli ortamından korkan adamsın.. başka şehir yok muydu aday olacak..,0
@hedef_bogazici dostum sen ösym nin soru havuzundan mı fırladın? :D,0
"Boğaziçi Üniversitesi'nde çift anadal yapan, İngilizce, Almanca ve Arapça bilen, 5 kitap yazan Ahmet Hocamız ülkemize hayırlı olsun ;)",0
"Kazım Kızıl'ın ""Yırca Direnişi: Ölmez Ağaç"" belgesel gösterimi Bugün 14:45'te Boğaziçi Üniversitesi Rektörlük Konferans salonunda",0
559c kişisel rekorunu kırdı. Beşiktaş boğaziçi Üniversitesi arası 10 dakika sürdü. Abartmiyorum 11 olsun canın sağolsun.,0
MT programında Boğaziçi Üniversitesi’nde ilk hafta... pic.twitter.com/RS4wbETjoW,0
bogaziçı üniversitesi bebeke tarafına ınerken pic.twitter.com/jYUwe5DJb0,0
HAÇLILAR VE EMPERYALİZM:Bu akşam Boğaziçi Üniversitesi öğrencilerine bunları ve çok daha beterlerini anlatacağız. Bekleriz.,0
"@esekherif_ Boğaziçi'nde ''çevirmenlik öğrencileri'' değil, Çeviribilim öğrencileri derler, hocam :)",0
Ankara üniversitesi cebeci kampüsünde şuan kız yurdu olarak kullanılan binanın içi,0
"@NataliAVAZYAN 1971'den sonra bogazici unv desek, robert kolej baska bir yerin adi cunku malum...",0
Eş Genel Başkanımız @FigenYuksekdag Boğaziçi Üniversitesi'nde #Paramaz yürüyüşünde pic.twitter.com/OTeI995zVL,0
Eğitim Reformu Girişiminden ve Boğaziçi Üniversitesi Eğitim Fakültesinden önemli kimseler sunumlarını yaptılar.,0
"BUBA Lansman, Boğaziçi Üniversitesi rektörü Prof. Dr. Gülay Barbarosoğlu pic.twitter.com/RwOVroHJaL",0
Okulun 10 ve 11 lerini bogazici uniye goturup 12lere haber vermemekte ne biliyim biraz şov bence,0
Boğaziçi Dağcilik Klübü olarak misyonumuz 'Düz duvara tirmanmak'. iyi geceler✋🏻,0
"Öğrencilerimiz, Boğaziçi Üniversitesi ve Georgia Eyalet Üniversitesi'nin işbirliği ile yürütülen bir çalışma kapsamında düzenlenen +",0
#nowplaying bogazici,0
22 yıl önce bugun Bogazici Universitesi rektorlugunu isgal edenlerin hatirasi yasasin!,0
Boğaziçi İstihdam Zirvesi'nde Halk Bankası İK Planlama Bölüm Müdürü Sayın Haydar Haydaroğlu BİZ'lerle! @Halkbank pic.twitter.com/y3klCFh3nW,0
@MuratDalkilic Sırf Senle Tanışmak için Bogazici yada Galatasaray Üniversitesi ne gelmek istiyorum Aslında Sende Kuşadası na gelsen  ...,0
"Ara Güler'e Boğaziçi Üniversitesi tarafından ""fahri doktora"" unvanı verildi. Haberimizin detayları 19.30'da Afiş'te. pic.twitter.com/rsFzjnUZoo",0
Boğaziçi Üniversitesi öğrencilerinin 2015 LGBTİ Onur Yürüyüşü'nde uğradıkları hak ihlallerini raporluyoruz. pic.twitter.com/9QUsJeFcNp,0
"Radyo Boğaziçi 12. Müzik Ödülleri ""En iyi müzik grubu"" @maNgaMusic✌🏻️ pic.twitter.com/Ppzm4lOU3s",0
#sobiliseviyorumçünkü gazi kamu yönetimi isterken ya Boğaziçi ya hafta içi deme cesareti verdi. Haftaiçine kaldım ama olsun.,0
Allahim Kocaeli ve Bogazici arasinda kararsiz kalan bi arkadasim var sen sabirlar ver😫,0
"İnstagram ana sayfam oldu ""Boğaziçi Üniversitesi Güney Kampüs"" :d",0
@mavininbitonuu bogazici o zaman 😎 yaz kizim 🙆,0
"Yıl 1960 - Robert Kolej,Bina bugün Boğaziçi Üniversitesi Güney Kampüsü'ndedir.@RobertCollege @UniBogazici pic.twitter.com/ykb9wRLmec",0
Bebek (1935)#Bosphorus #Bogazici #photography #oldpics #birzamanlar #30s pic.twitter.com/CdenSxdSa3,0
Radyo Boğaziçi Battle of the Bands'de Toro 1. ve Kırk'iki 2.inci oldu pic.twitter.com/5tSIvAEjcW,0
"Boğaziçi Üniversitesi ADK, ""1915 ve Vatan Savunması"" başlıklı etkinlik gerçekleştiriyor.İletişim: 0531 627 0507 pic.twitter.com/ZDCblsKwrR",0
@lokmanayva @UnerEce önce kendine bak ve konuş. Bogaziçi matematik yetmez demiş ingilizce vay beni yüreginden öperim o ögretmenimizin,0
Boğaziçi Üni. öğrencisi ve Kürt Dili ve Edebiyatı Komisyonu başkanı Hakan Demir hiçbir gerekçe gösterilmeksizin tutuklandı. ---,0
@medyabirligi 40 üniversitenin iletişim kulüplerini tek çatı altında toplar. Boğaziçi Üniversitesi temsilcisi @BOUNterview 'dir.,0
Boğaziçi Üniversitesi'nin altında hakikaten de TÜNELLER varmış: Fotoğraflandı ve doğrulandı... pic.twitter.com/GnI2pX9ZGq,0
İklim değişikliğinin etkilerini konuşuyoruz! Boğaziçi Üniversitesi Albert Hall salonundayız! pic.twitter.com/dsdfPFQpfY,0
"Giderayak;işler güçler.Boğaziçi,Bahçeşehir,Maltepe Üniversitesi ile ortaşdaşa hazırladığımız Mesleki Çalışma Programımız hazır.Teşekkürler",0
"Bugün Boğaziçi Üniversitesi Güney Kampüs'te BOUN, İTÜ ve ODTÜ Quidditch takımlarıyla harika maçlar yaptık. pic.twitter.com/F2C18GgFpo",0
"""Boğaziçi Üniversitesi Sinema Kulübü""Bir mumda sen yak.. pic.twitter.com/Yx8LUcj9ac",0
@beetle_66 Sırada Boğaziçi gelir zaten. ODTÜ'ye ses çıkarmazlar ise...,0
@hummpffs @felizkemal Koç'ta devam edin ya da Bogaziçi'ne gidin dedim. Akademik ortam ve lojman için Ankara'ya bizim okula gideceklermiş.,0
"""Üniversite gericiliğe boyun eğmez"" demek için yarın saat 13.30'da Boğaziçi Üniversitesi'nde buluşuyoruz. pic.twitter.com/nhoKuoklmq",0
"@Melikedmrsln Merhaba, Boğaziçi Üniversitesi Oyuncuları @BUO__  twitter sayfalarıdır.",0
@denizasli Boğaziçi Üniversitesi ile bağlantısı nedir?,0
@kkaank +oluşturmak. Mayıs ayında Boğaziçi Üniversitesi'ne Digital Times Summit programına geldiğinizde bu konuyu görüşmüştük sizinle.,0
Bogazici Universitesi'nde festival sponsoru Bimeks etkinlikleri.. #teknolojikampuste pic.twitter.com/9qjLS4kV0d,0
Vandan Shiva Boğaziçi'ne geliyormuşşş 🐥 #ekoloji #çevre #BÜÇEK,0
Bu Berkeley Üniversitesi'nin deney sonuçları.,0
"Boğaziçi Üniversitesi mezuniyet töreninde ""Müminler ancak kardeştir"", “İftara kaç dakika kaldı"" pankartları açılmış.. pic.twitter.com/TiAA761aU0",0
Boğaziçi Üniversitesi öğrencileri Berkin'i anıyor.#BerkinElvanÖlümsüzdür pic.twitter.com/oiryxWtiTq,0
Boğaziçi Üniversitesi Plaza Dili ve Edebiyatı.,0
@unsalim Hocam Boğaziçi İşletme mi Odtü İşletme mi ?,0
Nilgün 1958de İstanbul’da doğdu.Ortaokul ve liseyi Kadıköy Maarif Koleji’nde okudu. Boğaziçi Üniversitesi İngiliz Dili ve Edebiyatını bitrdi,0
Değişim çağının dinamikleriyle BÜYAK tarafından bu yıl 8.si düzenlenen OKUL 11-14 Aralıkta Boğaziçi Üniversitesi'nde! pic.twitter.com/Vv2nt5SajC,0
PgDay İstanbul 09 Mayıs 2015 tarihinde Boğaziçi Üniversitesi Yerleşkesinde gerçekleştirilecek. Fil sevenlere duyurulur.,0
Yarın Boğaziçi Üniversitesi! 👊 pic.twitter.com/uHETdCEOFx,0
anadolu üniversitesi maça gelmedi galiba,0
"@hale_akay bu, boğaziçi üniversitesi'nde söylenen, boğaziçi'ne ait bir slogan :)",0
-ODTU matematik bölümü kapanmış-Neden?-X'i bulmuşlar da ondan,0
Boğaziçi İşletme 1. yedek,0
Odtu de ogrenci olmasak da katilabilir miyiz?,0
"Bisanthe Oda Müziğinde bu akşam ""Boğaziçi Quartet ile Tuluğ Tırpan"" bizlerle birlikte olacak. pic.twitter.com/1Afe5P8PKE",0
"Boğaziçi Üniversitesi Kandilli Rasathanesi'nden alınan bilgiye göre, Azerbaycan'da saat 01:29'da 4.7 şiddetinde deprem meydana geldi.",0
Büyük Konuşmamak Lazım...Boğaziçi Üniversitesi Öğrencilerini Geri mi Çağıracak!!! pic.twitter.com/10xBd0fRWr,0
AkgunMehmt şair Boğaziçi mezunu olduğunu bio'sunda zaten dile getirmiş de saf okuyucu görmemiş.,0
@ilhanerkek istanbul Üniversitesi boğaziçi üniversite si otdu üniversite si Hacettepe Üniversitesi bilkent üniversite si bunlar denkliği yok,0
@borakapan @buecieee boğaziçi IEEE olarak 20 kişiydik yıldız 0,0
00:49 Boğaziçi Üniversitesi öğrencileri Güney Kampüs'te  #Soma için insanlık nöbetine başladı. pic.twitter.com/uiznVEKAWM via @Ogulcanekiz,0
Boğaziçi Şıngır Mıngır bizi bekliyo be Salah'ım Birsel'im,0
RT @TwiterSonDakika: Boğaziçi Üniversitesi öğrencileri Levent'te bulunan Soma Holding'e yürüyüşe başladı. #Soma pic.twitter.com/58fZ54Pe7W,0
"Zaten elenicen, Boğaziçi demeseydin de Hisar Kampüs deseydin hani bi nebze...",0
Boğaziçi Üniversitesi öğrencisi DÖDEF ve HDK Gençlik Meclisi üyesi Hakan Demir tutuklanarak Maltepe Cezaevi'ne gönderildi,0
Boğaziçi üniversitesinin bir kısmını Kandile taşıyın.,0
"Selahattin #Demirtaş yarın 14.00'te Boğaziçi Üniversitesi'nde!Üniversiteli ""BİZ""ler de orada olacağız#BizlerMeclise pic.twitter.com/NXl3ZMn6Fo",0
Mili Savunma Üniversitesi sınavından çıkan arkadaşlar görüşlerini yazabilir mi ?,0
"Eğer ODTÜ üzerinden üniversiteler arsa mantığına kurban edilecekse, Boğaziçi, Bahçeşehir ve Galatasaray üniversiteleri de korksun.",0
Boğaziçi Üniversitesi mezunu ülkücüler ve öğrenci arkadaşlarla kahvaltıda buluştuk pic.twitter.com/pJWcjLFmfy,0
Boğaziçi Üniversitesi: Katliamlar ülkesi olmayacağız! pic.twitter.com/ZwBeN3FvZd,0
Red Bull Music Academy New York 2013 katılımcılarından olan @seretanmusic saat 23.00'de radyo boğaziçi'nde! pic.twitter.com/HCNRRMfmBZ,0
#HalklarınBarışıİçinHDP #Boğaziçi #herkesiçinChp #TahirSarıkayaileUyanTürkiyem #AKPYOK #Kürd #günü #CHP #özgürbasın pic.twitter.com/cM88LRNEOk,0
"Radyo Boğaziçi, BÜYAP, Turizm, BÜAAS, ÖTK, Future Factory ve daha bir sürü kulüp Keçi'deydi. Diğer kulüpler, hadi siz nerdesiniz?",0
Nilhan Osmanoğlu Üniversitesi.,0
haliç üniversitesi besyo bölümüne burslu girene artı protein tozu mu hediye ediyolar sadece soruorum,0
Boğaziçi ve Bilgi Üniversitesi öğrencileri Soma Holding önünde oturma eylemine geçti pic.twitter.com/zru7gf8B8Z,0
Boğaziçi clk glb .s.s @EsraTunceer,0
11.sınıf öğrencilerimiz dün Boğaziçi Üniversitesi'ndeydi. pic.twitter.com/deysTUT1yR,0
@BUsiber tarafından organize edilen Boğaziçi Kişisel Veriler ve Siber Güvenlik Zirvesinde @ISACAIstanbul Yönetim Kurulu üyesi Aytekin Güzeliş KVKK ve Risk Yönetimi konulu konuşmasını yapıyor. pic.twitter.com/3z15yZPajm,0
ÇORUM LAÇİN'DE 3.2 İLE SALLANDILaçin’de 3.2 şiddetinde deprem meydana geldi.Boğaziçi Üniversitesi Kandilli pic.twitter.com/jZ9Oxvk2HJ,0
"@NedretErsanel @erolgoka 5B Alman Planı: Berlin, Bükreş, Belgrad, Boğaziçi, Bağdat. 5B + 5A",0
Gelecegin onemli kalkinma iktisatcilarindan olacagina inandigimiz Bogazici ve Warwick mezunu @zeynepsrbs_ makaleleri pek yakinda sizlerle.,0
Boğaziçi Üniversitesi'nden Erbakan hocamız'ın kabristanına ziyaret. pic.twitter.com/sFs9CaDZL8,0
"@cemkucuk55 Bunun Boğaziçi, YÖK vs. ile ilgisi yok. İlgilenmesi gereken tek makam savcılık.",0
Bugün günlerden StartNowHow! 17.15'de Boğaziçi Üniversitesi Güney Kampüsü'nde buluşalım... pic.twitter.com/uvChVEgPdc,0
Kuzenim dün Boğaziçi mühendislikten tam senesinde mezun oldu,0
Boğaziçi Üniversitesi'nin düzenlediği yarışmada ilk aşamayı geçtik.İkinci aşama için Cuma günü Boğaziçi Üniversitesi'ndeyiz. @HaciAbdullah,0
Bogazici ODTU mezunlarinin Afrikaya Allah rizasi disinda gitmelerinin bi aciklamasi mumkun degildir#HizmetBirİnsanlıkRüyası,0
eğer galip gelirsek Akdeniz Üniversitesi Yakut Çarşısında tatlı dağıtıcam,0
mor ve ötesi - MAYIS09.05.2014 CumaİSTANBUL konseriBoğaziçi Üniversitesi,0
Bu hızla ben Bilkent’i bitiremem yol yakınken okulu mu bıraksam,0
13 Aralık Pazar saat 19.00 Boğaziçi Üniversitesi Garanti Kültür Merkezi pic.twitter.com/P5xP94qUxG,0
BÜSK'ün Açık Hava Film gösterileri 30 Temmuz'a kadar Boğaziçi Üniversitesi Güney Meydan'da. pic.twitter.com/vCr03yHSgF,0
"FKF Boğaziçi Üniversitesi temsilcisi Çağla Üren tarafından yapılan basın açıklamasında, ""Nâzım Hikmet'i YKY'den, sermayeden öğrenenler; ++",0
Boğaziçi Üniversitesi 2014 Güney Kampus. pic.twitter.com/GhzU9pLWg8,0
@YunusUlukaya 96 da Boğaziçi Üniversitesi öğrencilerine konferansa gelmişti. O zaman bu kadar olmasa da benzer seyler söylemişti,0
98T Hattımızın 18:20 seferli aracı Bakırköy yönünde şu an Kültür Üniversitesi Durağımız'dadır.,0
@ismailsaymaz abi boğaziçi üniversitesi'ne tekrar söyleşiye gelmeyi düşünüyo musun çağırsak çay çorba ikram etsek?,0
"@efendibicocuk @kurekli_batur ötesi olmadı, epey kötü tespit hatta ;)) boğaziçi sosyoloji oldu ehi ehi",0
Psikoloji lisans eğitimleri üzerine öğrenci forumları 1. buluşması 13 Aralık saat 15:00'da Boğaziçi Üniversitesi'nde pic.twitter.com/hh3kmYvUNP,0
Boğaziçi Üniversitesi'nde İTÜ'ye destek amacıyla başlayan oturma eylemi forumla devam ediyor #Soma #SomaİçinİşgalEt pic.twitter.com/NuXsD74NMj,0
Boğaziçi Üniversitesi'nde kutlu doğum münasebetiyle lokum dağıtımı... pic.twitter.com/d3VSZZlnO7,0
@Traderwolf_28 @TRADERWOLF1 Boğaziçi işletme de 3. sınıfta.4 aydır erasmus kapsamında Berlin Humbold üni. de.Ağustos 15-20 gibi gelecek inş.,0
Next station orta doğu teknik üniversitesi nedir ya shshs metu deyin bari😄,0
"TEBRİKLER | Boğaziçi Üniversitesi,Ergin Ataman'ı ""Yılın En İyi Antrenörü"" seçti.",0
façede biri mesaj atmış boğaziçi felsefe yazim mi diye tam bir rehberlikçi gibi geri dönüş yaptım ya götüm kalktı,0
Bilkent videosu gelecek mi HayallerinÖtesinde HiLeon,0
"Aranıyor:- YGS, LYS, KPSS, YDS deneyimli- Bilkent, Boğaziçi, ODTÜ, Hacettepe, Gazi, İstanbul, Bahçeşehir, Sabancı, Üniversitesi mezunu",0
Darüşşafaka Doğuş'un yaptığı da ÖSS'de barajı aşamayıp Boğaziçi Üniversitesi Bilgisayar Mühendisliği'ne kayıt olmak gibi birşey,0
"yarın 17:00'de Boğaziçi Üniversitesi'nde söyleşiyoruz, anlatıyoruz... beklerim!",0
Boğaziçi Üniversitesi öğrencilerinden oluşan grup yardım için #Soma'ya doğru yola çıkıyor! pic.twitter.com/ackFf43p26,0
Gençlik Yatağan'ın yanında! Boğaziçi Üniversitesi#YatağanİşçisiDireniyor pic.twitter.com/TUwE7ekYgd,0
Siber Olaylara Müdahale Stratejileri Semineri 26 Aralık Cumartesi günü saat 10.00'da Boğaziçi Üniversitesi'nde! pic.twitter.com/bAdUGXWWr6,0
Boğaziçi Üniversitesi Oyun Kulübü'nün düzenlediği Conbo'15 etkinliği bugün başladı. pic.twitter.com/OpmgipJOi9,0
Davutoglu'nun  Boğaziçi Üniversitesi'nin Ekonomi ve Siyaset Bilimi ve Uluslararası İlişkiler bölümlerini çift ana dal yaparak bitirdigini +,0
İşte Boğaziçi Üniversitesi'nin yeni amblemi @1de_niro @badakCan pic.twitter.com/SfF30konfG,0
"Boğaziçi Üniversitesi Spor Ödülleri En İyi Çıkış Yapan Takımı ""İmperial Hastanesi İdmanocağı Voleybol Takımı"" pic.twitter.com/hT3bmp1Qcv",0
"Boğaziçi'nde ders veren bir öğr.üyesi,az önce CNN Türk'te,Cumhurbaşkanının başkanlık sistemi istemesiyle komünizm istemesini aynı yere koydu",0
"Aptullah Kuran Anma Etkinliği, Boğaziçi Üniversitesi Rektörü Gülay Barbarosoğlu'nun konuşmasıyla başladı. pic.twitter.com/FcTvkLAXSo",0
"İklim Ağı, Boğaziçi Üniversitesi'nde IPCC'nin 2.raporunu değerlendiriyor.Bugün gündem iklim değişikliğinin etkileri! pic.twitter.com/OldoYe0Vgs",0
"Görmeyen öğretmen Boğaziçi matematik mezunu. ebeveynlerden biri istemem, dedi. Senin çocuğuna ders verse nolur zaten baştan kaybetmiş zavall",0
Boğaziçi Alevi Kültür Derneğini ziyaret ettik. pic.twitter.com/4gQyULQD67,0
